time,open,high,low,close
2026.01.02 01:00:00,4331.66,4333.81,4324.04,4328.21
2026.01.02 01:05:00,4328.5,4333.64,4327.49,4333.16
2026.01.02 01:10:00,4333.3,4335.25,4328.92,4330.54
2026.01.02 01:15:00,4330.41,4334.27,4327.69,4334.07
2026.01.02 01:20:00,4334.1,4340.62,4332.63,4339.6
2026.01.02 01:25:00,4339.81,4343.03,4337.58,4340.45
2026.01.02 01:30:00,4340.72,4341.99,4339.2,4340.66
2026.01.02 01:35:00,4340.65,4343.69,4339,4339.59
2026.01.02 01:40:00,4339.6,4345.22,4338.26,4345.21
2026.01.02 01:45:00,4345.37,4345.75,4341.89,4342.73
2026.01.02 01:50:00,4342.77,4347.49,4341.33,4347.29
2026.01.02 01:55:00,4347.29,4351.52,4346.23,4348.18
2026.01.02 02:00:00,4348.17,4349.06,4345.09,4346.38
2026.01.02 02:05:00,4346.44,4350.36,4344.43,4349.89
2026.01.02 02:10:00,4349.9,4353.16,4347.46,4347.9
2026.01.02 02:15:00,4347.92,4349.28,4344.53,4344.65
2026.01.02 02:20:00,4344.63,4347.56,4342.36,4343.42
2026.01.02 02:25:00,4343.39,4347.51,4341.07,4347.1
2026.01.02 02:30:00,4347.17,4349.3,4346.78,4348.32
2026.01.02 02:35:00,4348.38,4350.71,4347.47,4348.59
2026.01.02 02:40:00,4348.66,4350.85,4346.32,4349.62
2026.01.02 02:45:00,4349.45,4353.47,4349.45,4351.84
2026.01.02 02:50:00,4351.85,4353.18,4350.64,4352.37
2026.01.02 02:55:00,4352.36,4356.34,4350.98,4354.09
2026.01.02 03:00:00,4354.07,4356.03,4347.21,4347.9
2026.01.02 03:05:00,4347.89,4350.32,4345.13,4346.21
2026.01.02 03:10:00,4346.19,4351.04,4345.82,4346.46
2026.01.02 03:15:00,4346.47,4349.74,4345.15,4349.01
2026.01.02 03:20:00,4349.11,4349.69,4345.97,4346.3
2026.01.02 03:25:00,4346.29,4349.59,4344.59,4349.14
2026.01.02 03:30:00,4349.18,4351.39,4348.69,4349.69
2026.01.02 03:35:00,4349.62,4351.41,4348.08,4348.81
2026.01.02 03:40:00,4348.78,4349.75,4345.55,4346.67
2026.01.02 03:45:00,4346.64,4352.14,4345.76,4352.07
2026.01.02 03:50:00,4352.09,4354.31,4350.19,4350.26
2026.01.02 03:55:00,4350.23,4350.67,4347.6,4347.91
