Trade ID,Symbol,Pattern,Direction,Entry Time,Entry Price,Exit Time,Exit Price,Exit Reason,Lot Size,Gross PnL ($),Spread Cost ($),Comm Cost ($),Net PnL ($),R
XAUUSD_V3_61,XAUUSD,Cypher,SHORT,2011-03-17 19:15:00,1403.24,2011-03-18 01:00:00,1403.24,TP1_BE,0.94,80.16,23.5,4.7,51.96,0.22
XAUUSD_V3_62,XAUUSD,Cypher,LONG,2011-04-12 14:30:00,1465.1,2011-04-12 14:45:00,1465.1,TP1_BE,0.23,38.03,5.75,1.15,31.13,0.13
XAUUSD_V3_63,XAUUSD,Cypher,LONG,2011-04-12 15:00:00,1465.5,2011-04-12 15:15:00,1465.5,TP1_BE,0.22,40.77,5.5,1.1,34.17,0.15
XAUUSD_V3_64,XAUUSD,Cypher,LONG,2011-04-12 15:45:00,1461.9,2011-04-12 16:00:00,1461.9,TP1_BE,0.34,1.81,8.5,1.7,-8.39,-0.04
XAUUSD_V3_65,XAUUSD,Cypher,LONG,2011-04-27 19:30:00,1516.05,2011-04-27 19:45:00,1513.3559400000001,TP1_TP2,0.2,97.06,5.0,1.0,91.06,0.39
XAUUSD_V3_66,XAUUSD,Cypher,LONG,2011-05-02 15:30:00,1553.47,2011-05-02 15:45:00,1553.47,TP1_BE,0.34,19.59,8.5,1.7,9.39,0.04
XAUUSD_V3_67,XAUUSD,Cypher,LONG,2011-05-02 16:00:00,1557.15,2011-05-02 16:15:00,1562.83074,TP1_TP2,0.22,90.29,5.5,1.1,83.69,0.35
XAUUSD_V3_68,XAUUSD,Cypher,LONG,2011-05-02 16:45:00,1562.95,2011-05-02 17:00:00,1562.83074,TP1_TP2,0.14,59.13,3.5,0.7,54.93,0.23
XAUUSD_V3_69,XAUUSD,Cypher,LONG,2011-05-25 16:45:00,1527.95,2011-05-25 17:00:00,1527.95,TP1_BE,0.33,25.35,8.25,1.65,15.45,0.06
XAUUSD_V3_70,XAUUSD,Cypher,LONG,2011-05-25 17:15:00,1526.3,2011-05-25 17:30:00,1526.3,TP1_BE,0.43,2.44,10.75,2.15,-10.46,-0.04
XAUUSD_V3_71,XAUUSD,Cypher,LONG,2011-05-25 18:00:00,1526.25,2011-05-25 19:15:00,1526.25,TP1_BE,0.44,3.6,11.0,2.2,-9.6,-0.04
XAUUSD_V3_72,XAUUSD,Cypher,SHORT,2011-05-26 17:15:00,1517.75,2011-05-26 17:30:00,1517.75,TP1_BE,0.18,13.28,4.5,0.9,7.88,0.03
XAUUSD_V3_73,XAUUSD,Cypher,SHORT,2011-05-26 18:00:00,1516.1,2011-05-26 18:15:00,1516.1,TP1_BE,0.16,25.0,4.0,0.8,20.2,0.08
XAUUSD_V3_74,XAUUSD,Gartley,LONG,2011-06-01 14:45:00,1531.88,2011-06-01 15:15:00,1534.21872,TP1_TP2,0.83,112.42,20.75,4.15,87.52,0.37
XAUUSD_V3_75,XAUUSD,Gartley,LONG,2011-06-01 15:15:00,1533.47,2011-06-01 15:30:00,1534.21872,TP1_TP2,0.53,52.17,13.25,2.65,36.27,0.15
XAUUSD_V3_76,XAUUSD,Cypher,SHORT,2011-06-07 18:30:00,1538.1,2011-06-07 18:45:00,1538.1,TP1_BE,0.2,60.12,5.0,1.0,54.12,0.22
XAUUSD_V3_77,XAUUSD,Cypher,SHORT,2011-06-07 19:00:00,1538.53,2011-06-07 19:15:00,1538.53,TP1_BE,0.21,58.62,5.25,1.05,52.32,0.22
XAUUSD_V3_78,XAUUSD,Cypher,SHORT,2011-06-07 19:45:00,1540.9,2011-06-07 20:00:00,1540.9,TP1_BE,0.27,43.37,6.75,1.35,35.27,0.14
XAUUSD_V3_79,XAUUSD,Cypher,LONG,2011-06-21 13:30:00,1544.03,2011-06-21 13:45:00,1544.03,TP1_BE,0.8,6.15,20.0,4.0,-17.85,-0.07
XAUUSD_V3_80,XAUUSD,Cypher,LONG,2011-06-21 17:45:00,1546.78,2011-06-21 18:00:00,1546.78,TP1_BE,0.3,51.45,7.5,1.5,42.45,0.17
XAUUSD_V3_81,XAUUSD,Cypher,LONG,2011-06-21 17:15:00,1543.45,2011-06-21 18:45:00,1543.45,TP1_BE,0.51,2.56,12.75,2.55,-12.74,-0.05
XAUUSD_V3_82,XAUUSD,Cypher,LONG,2011-06-21 18:30:00,1545.3,2011-06-21 18:45:00,1545.3,TP1_BE,0.37,36.08,9.25,1.85,24.98,0.1
XAUUSD_V3_83,XAUUSD,Cypher,SHORT,2011-06-30 16:45:00,1510.77,2011-06-30 17:00:00,1502.3331199999998,TP1_TP2,0.64,319.5,16.0,3.2,300.3,1.23
XAUUSD_V3_84,XAUUSD,Cypher,SHORT,2011-06-30 17:45:00,1505.09,2011-06-30 18:00:00,1505.09,TP1_BE,0.25,53.28,6.25,1.25,45.78,0.18
XAUUSD_V3_85,XAUUSD,Cypher,SHORT,2011-06-30 19:00:00,1506.33,2011-06-30 19:15:00,1506.33,TP1_BE,0.29,43.82,7.25,1.45,35.12,0.14
XAUUSD_V3_86,XAUUSD,Cypher,SHORT,2011-06-30 18:15:00,1510.19,2011-06-30 19:30:00,1502.67312,TP1_TP2,0.51,213.04,12.75,2.55,197.74,0.78
XAUUSD_V3_87,XAUUSD,Cypher,LONG,2011-07-28 16:45:00,1616.24,2011-07-28 17:00:00,1610.6899499999997,SL,0.46,-255.3,11.5,2.3,-273.7,-1.07
XAUUSD_V3_88,XAUUSD,Cypher,SHORT,2011-07-29 14:15:00,1615.53,2011-07-29 15:30:00,1620.123005,SL,0.55,-252.62,13.75,2.75,-274.62,-1.09
XAUUSD_V3_89,XAUUSD,Cypher,LONG,2011-08-09 18:45:00,1739.2,2011-08-09 19:00:00,1739.2,TP1_BE,0.07,19.49,1.75,0.35,17.39,0.07
XAUUSD_V3_90,XAUUSD,Cypher,LONG,2011-08-09 20:00:00,1740.3,2011-08-09 21:00:00,1740.3,TP1_BE,0.06,13.41,1.5,0.3,11.61,0.05
XAUUSD_V3_91,XAUUSD,Cypher,LONG,2011-08-09 19:15:00,1736.4,2011-08-09 22:45:00,1736.4,TP1_BE,0.07,29.29,1.75,0.35,27.19,0.11
XAUUSD_V3_92,XAUUSD,Cypher,LONG,2011-08-12 15:30:00,1755.06,2011-08-12 16:15:00,1741.288925,SL,0.18,-247.88,4.5,0.9,-255.08,-1.03
XAUUSD_V3_93,XAUUSD,Cypher,SHORT,2011-08-23 19:30:00,1853.14,2011-08-23 19:45:00,1853.14,TP1_BE,0.06,75.52,1.5,0.3,73.72,0.3
XAUUSD_V3_94,XAUUSD,Cypher,LONG,2011-08-24 15:30:00,1845.19,2011-08-24 15:30:00,1834.3742450000002,SL,0.22,-237.95,5.5,1.1,-246.75,-1.01
XAUUSD_V3_95,XAUUSD,Cypher,SHORT,2011-08-29 16:00:00,1814.45,2011-08-29 16:15:00,1814.45,TP1_BE,0.2,22.31,5.0,1.0,16.31,0.07
XAUUSD_V3_96,XAUUSD,Cypher,SHORT,2011-08-29 17:15:00,1782.08,2011-08-29 17:30:00,1782.08,TP1_BE,0.05,86.5,1.25,0.25,85.0,0.36
XAUUSD_V3_97,XAUUSD,Cypher,SHORT,2011-09-16 13:15:00,1778.0,2011-09-16 13:45:00,1788.55563,SL,0.23,-242.78,5.75,1.15,-251.98,-1.05
XAUUSD_V3_98,XAUUSD,Cypher,LONG,2011-09-20 18:45:00,1807.11,2011-09-20 19:00:00,1807.11,TP1_BE,0.06,57.88,1.5,0.3,56.08,0.24
XAUUSD_V3_99,XAUUSD,Cypher,LONG,2011-09-21 13:15:00,1809.46,2011-09-21 13:45:00,1809.46,TP1_BE,0.19,17.72,4.75,0.95,12.02,0.05
XAUUSD_V3_100,XAUUSD,Cypher,LONG,2011-09-21 14:00:00,1808.9,2011-09-21 15:00:00,1797.0710700000002,SL,0.2,-236.58,5.0,1.0,-244.58,-1.03
XAUUSD_V3_101,XAUUSD,Cypher,SHORT,2011-10-06 18:30:00,1643.23,2011-10-07 05:00:00,1654.54,TIMEOUT,0.15,-169.65,3.75,0.75,-174.15,-0.75
XAUUSD_V3_102,XAUUSD,Cypher,SHORT,2011-10-06 19:00:00,1642.85,2011-10-07 05:00:00,1654.54,TIMEOUT,0.14,-163.66,3.5,0.7,-167.86,-0.74
XAUUSD_V3_103,XAUUSD,Cypher,LONG,2011-10-10 18:00:00,1663.2,2011-10-11 05:00:00,1683.7799400000004,TP1_TP2,0.15,169.41,3.75,0.75,164.91,0.73
XAUUSD_V3_104,XAUUSD,Cypher,LONG,2011-10-10 18:30:00,1665.71,2011-10-11 05:00:00,1683.7799400000004,TP1_TP2,0.13,120.72,3.25,0.65,116.82,0.51
XAUUSD_V3_105,XAUUSD,Cypher,LONG,2011-10-14 18:30:00,1670.3,2011-10-17 10:30:00,1691.0838199999998,TP1_TP2,0.21,289.32,5.25,1.05,283.02,1.23
XAUUSD_V3_106,XAUUSD,Cypher,LONG,2011-10-14 19:00:00,1671.43,2011-10-17 10:30:00,1691.0838199999998,TP1_TP2,0.19,240.29,4.75,0.95,234.59,0.99
XAUUSD_V3_107,XAUUSD,Cypher,SHORT,2011-11-16 13:30:00,1776.31,2011-11-16 20:45:00,1776.31,TP1_BE,0.26,102.57,6.5,1.3,94.77,0.39
XAUUSD_V3_108,XAUUSD,Cypher,SHORT,2011-11-25 15:30:00,1677.95,2011-11-25 16:00:00,1677.95,TP1_BE,0.33,10.07,8.25,1.65,0.17,0.0
XAUUSD_V3_109,XAUUSD,Cypher,SHORT,2011-11-25 16:00:00,1676.94,2011-11-25 16:15:00,1676.94,TP1_BE,0.29,5.8,7.25,1.45,-2.9,-0.01
XAUUSD_V3_110,XAUUSD,Cypher,LONG,2011-12-02 17:45:00,1750.6,2011-12-02 18:00:00,1750.6,TP1_BE,0.22,10.77,5.5,1.1,4.17,0.02
XAUUSD_V3_111,XAUUSD,Cypher,LONG,2011-12-02 18:15:00,1746.82,2011-12-05 03:00:00,1746.82,TP1_BE,0.34,80.9,8.5,1.7,70.7,0.29
XAUUSD_V3_112,XAUUSD,Cypher,SHORT,2012-01-09 18:15:00,1611.86,2012-01-09 18:30:00,1611.86,TP1_BE,0.16,33.79,4.0,0.8,28.99,0.12
XAUUSD_V3_113,XAUUSD,Cypher,LONG,2012-01-27 17:00:00,1727.68,2012-01-27 17:15:00,1727.68,TP1_BE,0.17,39.39,4.25,0.85,34.29,0.14
XAUUSD_V3_114,XAUUSD,Cypher,LONG,2012-01-27 17:30:00,1726.48,2012-01-27 17:45:00,1726.48,TP1_BE,0.19,32.62,4.75,0.95,26.92,0.11
XAUUSD_V3_115,XAUUSD,Cypher,LONG,2012-01-27 18:15:00,1731.17,2012-01-27 18:30:00,1731.17,TP1_BE,0.14,56.87,3.5,0.7,52.67,0.21
XAUUSD_V3_116,XAUUSD,Cypher,LONG,2012-02-01 18:00:00,1746.89,2012-02-01 18:15:00,1746.89,TP1_BE,0.19,2.05,4.75,0.95,-3.65,-0.01
XAUUSD_V3_117,XAUUSD,Cypher,LONG,2012-02-01 18:30:00,1748.61,2012-02-01 18:45:00,1748.61,TP1_BE,0.17,16.45,4.25,0.85,11.35,0.05
XAUUSD_V3_118,XAUUSD,Cypher,LONG,2012-02-01 19:15:00,1745.92,2012-02-01 19:30:00,1745.92,TP1_BE,0.21,7.92,5.25,1.05,1.62,0.01
XAUUSD_V3_119,XAUUSD,Gartley,LONG,2012-02-23 15:45:00,1779.89,2012-02-23 16:00:00,1782.6006399999999,TP1_TP2,0.28,60.61,7.0,1.4,52.21,0.21
XAUUSD_V3_120,XAUUSD,Gartley,LONG,2012-02-23 16:15:00,1781.31,2012-02-23 16:30:00,1781.31,TP1_BE,0.24,36.47,6.0,1.2,29.27,0.12
XAUUSD_V3_121,XAUUSD,Cypher,LONG,2012-03-09 20:00:00,1711.61,2012-03-09 21:00:00,1711.61,TP1_BE,0.05,40.9,1.25,0.25,39.4,0.16
XAUUSD_V3_122,XAUUSD,Cypher,SHORT,2012-04-03 15:30:00,1673.5,2012-04-03 15:45:00,1673.5,TP1_BE,0.35,50.07,8.75,1.75,39.57,0.16
XAUUSD_V3_123,XAUUSD,Cypher,LONG,2012-04-11 19:45:00,1658.04,2012-04-11 20:00:00,1658.04,TP1_BE,0.41,27.15,10.25,2.05,14.85,0.06
XAUUSD_V3_124,XAUUSD,Cypher,SHORT,2012-04-18 18:30:00,1641.68,2012-04-18 18:45:00,1641.68,TP1_BE,0.21,2.84,5.25,1.05,-3.46,-0.01
XAUUSD_V3_125,XAUUSD,Cypher,SHORT,2012-04-18 19:00:00,1640.1,2012-04-18 19:15:00,1640.1,TP1_BE,0.18,16.66,4.5,0.9,11.26,0.04
XAUUSD_V3_126,XAUUSD,Cypher,SHORT,2012-04-18 19:45:00,1641.43,2012-04-18 23:45:00,1641.43,TP1_BE,0.2,5.21,5.0,1.0,-0.79,-0.0
XAUUSD_V3_127,XAUUSD,Cypher,SHORT,2012-05-09 17:15:00,1584.84,2012-05-09 18:30:00,1594.62697,SL,0.26,-254.46,6.5,1.3,-264.86,-1.06
XAUUSD_V3_128,XAUUSD,Cypher,SHORT,2012-07-24 15:15:00,1575.21,2012-07-24 15:45:00,1575.21,TP1_BE,0.7,48.42,17.5,3.5,27.42,0.11
XAUUSD_V3_129,XAUUSD,Cypher,LONG,2012-08-06 17:30:00,1610.31,2012-08-06 20:15:00,1610.31,TP1_BE,0.32,17.75,8.0,1.6,8.15,0.03
XAUUSD_V3_130,XAUUSD,Cypher,LONG,2012-08-06 18:00:00,1611.57,2012-08-06 20:15:00,1611.57,TP1_BE,0.27,31.99,6.75,1.35,23.89,0.1
XAUUSD_V3_131,XAUUSD,Cypher,LONG,2012-08-23 13:30:00,1662.45,2012-08-23 14:15:00,1657.86141,SL,0.54,-247.78,13.5,2.7,-269.38,-1.09
XAUUSD_V3_132,XAUUSD,Cypher,SHORT,2012-08-29 17:45:00,1654.67,2012-08-29 18:00:00,1654.67,TP1_BE,0.15,71.67,3.75,0.75,67.17,0.28
XAUUSD_V3_133,XAUUSD,Cypher,LONG,2012-09-06 17:45:00,1707.96,2012-09-06 18:00:00,1707.96,TP1_BE,0.17,1.9,4.25,0.85,-3.2,-0.01
XAUUSD_V3_134,XAUUSD,Cypher,LONG,2012-10-03 16:30:00,1779.15,2012-10-03 16:45:00,1779.15,TP1_BE,0.26,5.94,6.5,1.3,-1.86,-0.01
XAUUSD_V3_135,XAUUSD,Cypher,LONG,2012-10-03 17:00:00,1776.42,2012-10-03 17:30:00,1776.42,TP1_BE,0.37,42.05,9.25,1.85,30.95,0.13
XAUUSD_V3_136,XAUUSD,Cypher,LONG,2012-10-03 18:00:00,1777.89,2012-10-03 18:15:00,1777.89,TP1_BE,0.28,9.32,7.0,1.4,0.92,0.0
XAUUSD_V3_137,XAUUSD,Cypher,LONG,2012-10-03 18:30:00,1778.54,2012-10-03 18:45:00,1778.54,TP1_BE,0.26,0.2,6.5,1.3,-7.6,-0.03
XAUUSD_V3_138,XAUUSD,Cypher,LONG,2012-10-03 19:15:00,1778.69,2012-10-03 19:30:00,1778.69,TP1_BE,0.26,1.75,6.5,1.3,-6.05,-0.02
XAUUSD_V3_139,XAUUSD,Cypher,LONG,2012-10-04 16:45:00,1787.12,2012-10-04 17:00:00,1787.12,TP1_BE,0.28,4.25,7.0,1.4,-4.15,-0.02
XAUUSD_V3_140,XAUUSD,Cypher,LONG,2012-10-04 17:15:00,1790.81,2012-10-04 17:30:00,1790.81,TP1_BE,0.2,39.94,5.0,1.0,33.94,0.14
XAUUSD_V3_141,XAUUSD,Cypher,LONG,2012-10-04 18:00:00,1792.23,2012-10-04 18:15:00,1792.23,TP1_BE,0.18,48.72,4.5,0.9,43.32,0.18
XAUUSD_V3_142,XAUUSD,Cypher,LONG,2012-10-11 17:15:00,1770.96,2012-10-11 17:30:00,1770.96,TP1_BE,0.26,25.65,6.5,1.3,17.85,0.07
XAUUSD_V3_143,XAUUSD,Cypher,LONG,2012-10-11 18:00:00,1772.94,2012-10-11 18:15:00,1772.94,TP1_BE,0.22,43.49,5.5,1.1,36.89,0.15
XAUUSD_V3_144,XAUUSD,Cypher,LONG,2012-10-11 16:45:00,1766.86,2012-10-11 20:45:00,1766.86,TP1_BE,0.48,51.04,12.0,2.4,36.64,0.15
XAUUSD_V3_145,XAUUSD,Cypher,LONG,2012-10-25 16:30:00,1715.74,2012-10-25 16:45:00,1715.74,TP1_BE,0.44,1.77,11.0,2.2,-11.43,-0.05
XAUUSD_V3_146,XAUUSD,Cypher,LONG,2012-10-25 17:00:00,1715.62,2012-10-25 17:15:00,1715.62,TP1_BE,0.45,4.52,11.25,2.25,-8.98,-0.04
XAUUSD_V3_147,XAUUSD,Cypher,LONG,2012-10-25 17:45:00,1714.7,2012-10-25 18:00:00,1714.7,TP1_BE,0.54,30.26,13.5,2.7,14.06,0.06
XAUUSD_V3_148,XAUUSD,Cypher,LONG,2012-10-26 16:15:00,1713.91,2012-10-26 16:30:00,1713.91,TP1_BE,0.18,85.28,4.5,0.9,79.88,0.32
XAUUSD_V3_149,XAUUSD,Cypher,LONG,2012-10-26 17:00:00,1714.72,2012-10-26 17:15:00,1709.78078,TP1_TP2,0.17,129.41,4.25,0.85,124.31,0.5
XAUUSD_V3_150,XAUUSD,Cypher,LONG,2012-10-31 16:15:00,1718.2,2012-10-31 16:30:00,1718.2,TP1_BE,0.57,34.94,14.25,2.85,17.84,0.07
XAUUSD_V3_151,XAUUSD,Cypher,LONG,2012-10-31 17:30:00,1724.11,2012-10-31 17:45:00,1724.11,TP1_BE,0.24,56.21,6.0,1.2,49.01,0.2
XAUUSD_V3_152,XAUUSD,Cypher,LONG,2012-10-31 16:45:00,1718.16,2012-11-01 03:15:00,1718.16,TP1_BE,0.57,36.08,14.25,2.85,18.98,0.08
XAUUSD_V3_153,XAUUSD,Cypher,LONG,2012-11-12 16:30:00,1734.56,2012-11-12 16:45:00,1734.56,TP1_BE,0.63,46.33,15.75,3.15,27.43,0.11
XAUUSD_V3_154,XAUUSD,Cypher,LONG,2012-11-12 17:00:00,1734.69,2012-11-12 18:00:00,1730.5693250000002,SL,0.61,-251.36,15.25,3.05,-275.76,-1.09
XAUUSD_V3_155,XAUUSD,Cypher,LONG,2012-11-12 17:45:00,1734.14,2012-11-12 18:00:00,1730.5693250000002,SL,0.71,-253.52,17.75,3.55,-281.92,-1.14
XAUUSD_V3_156,XAUUSD,Cypher,LONG,2012-11-21 18:00:00,1727.95,2012-11-21 18:15:00,1727.95,TP1_BE,0.33,20.48,8.25,1.65,10.58,0.04
XAUUSD_V3_157,XAUUSD,Cypher,LONG,2012-11-21 18:30:00,1727.92,2012-11-21 18:45:00,1727.92,TP1_BE,0.33,19.99,8.25,1.65,10.09,0.04
XAUUSD_V3_158,XAUUSD,Cypher,LONG,2012-11-21 19:15:00,1727.47,2012-11-22 17:15:00,1731.58,TIMEOUT,0.35,143.85,8.75,1.75,133.35,0.55
XAUUSD_V3_159,XAUUSD,Cypher,LONG,2012-11-22 20:00:00,1730.19,2012-11-23 01:00:00,1728.4270900000001,SL,1.39,-245.04,34.75,6.95,-300.64,-1.23
XAUUSD_V3_160,XAUUSD,Cypher,LONG,2012-11-30 13:15:00,1729.64,2012-11-30 13:45:00,1729.64,TP1_BE,0.56,10.5,14.0,2.8,-6.3,-0.03
XAUUSD_V3_161,XAUUSD,Cypher,LONG,2012-11-30 14:00:00,1729.82,2012-11-30 14:30:00,1729.82,TP1_BE,0.54,5.27,13.5,2.7,-10.93,-0.05
XAUUSD_V3_162,XAUUSD,Cypher,LONG,2012-12-11 13:30:00,1709.74,2012-12-11 14:15:00,1713.15468,TP1_TP2,0.79,147.57,19.75,3.95,123.87,0.52
XAUUSD_V3_163,XAUUSD,Cypher,SHORT,2012-12-14 15:15:00,1695.97,2012-12-14 15:30:00,1695.97,TP1_BE,0.46,25.11,11.5,2.3,11.31,0.05
XAUUSD_V3_164,XAUUSD,Cypher,SHORT,2012-12-14 15:45:00,1695.86,2012-12-14 16:00:00,1695.86,TP1_BE,0.45,27.04,11.25,2.25,13.54,0.06
XAUUSD_V3_165,XAUUSD,Cypher,SHORT,2012-12-14 16:30:00,1694.75,2012-12-14 16:45:00,1694.75,TP1_BE,0.38,43.92,9.5,1.9,32.52,0.13
XAUUSD_V3_166,XAUUSD,Cypher,SHORT,2012-12-28 15:30:00,1658.85,2012-12-28 15:45:00,1658.85,TP1_BE,0.67,20.5,16.75,3.35,0.4,0.0
XAUUSD_V3_167,XAUUSD,Cypher,SHORT,2013-01-02 14:15:00,1683.29,2013-01-02 14:15:00,1685.725645,SL,0.99,-241.13,24.75,4.95,-280.73,-1.16
XAUUSD_V3_168,XAUUSD,Cypher,SHORT,2013-01-28 18:30:00,1656.16,2013-01-28 23:00:00,1656.16,TP1_BE,0.31,18.58,7.75,1.55,9.28,0.04
XAUUSD_V3_169,XAUUSD,Cypher,SHORT,2013-01-28 18:00:00,1658.18,2013-01-29 02:45:00,1658.18,TP1_BE,0.43,69.2,10.75,2.15,56.3,0.24
XAUUSD_V3_170,XAUUSD,Cypher,LONG,2013-02-01 16:15:00,1672.4,2013-02-01 16:30:00,1670.4486599999998,TP1_TP2,0.18,85.46,4.5,0.9,80.06,0.34
XAUUSD_V3_171,XAUUSD,Cypher,LONG,2013-02-01 16:45:00,1678.01,2013-02-01 17:00:00,1678.01,TP1_BE,0.13,85.5,3.25,0.65,81.6,0.34
XAUUSD_V3_172,XAUUSD,Cypher,LONG,2013-02-01 17:30:00,1669.81,2013-02-01 17:45:00,1670.4486599999998,TP1_TP2,0.23,64.31,5.75,1.15,57.41,0.24
XAUUSD_V3_173,XAUUSD,Cypher,LONG,2013-02-25 18:45:00,1590.22,2013-02-25 19:00:00,1590.22,TP1_BE,0.22,3.31,5.5,1.1,-3.29,-0.01
XAUUSD_V3_174,XAUUSD,Cypher,LONG,2013-02-25 19:15:00,1590.69,2013-02-25 19:30:00,1590.69,TP1_BE,0.21,1.77,5.25,1.05,-4.53,-0.02
XAUUSD_V3_175,XAUUSD,Cypher,LONG,2013-02-25 17:00:00,1588.82,2013-02-25 20:00:00,1588.82,TP1_BE,0.3,31.07,7.5,1.5,22.07,0.09
XAUUSD_V3_176,XAUUSD,Cypher,SHORT,2013-02-25 20:00:00,1590.03,2013-02-25 21:15:00,1590.03,TP1_BE,0.42,60.59,10.5,2.1,47.99,0.2
XAUUSD_V3_177,XAUUSD,Cypher,LONG,2013-02-25 20:00:00,1590.03,2013-02-25 21:45:00,1590.03,TP1_BE,0.22,5.4,5.5,1.1,-1.2,-0.0
XAUUSD_V3_178,XAUUSD,Cypher,SHORT,2013-03-04 16:00:00,1576.91,2013-03-04 16:15:00,1576.91,TP1_BE,0.4,6.39,10.0,2.0,-5.61,-0.02
XAUUSD_V3_179,XAUUSD,Cypher,SHORT,2013-03-04 16:30:00,1575.3,2013-03-04 16:45:00,1575.3,TP1_BE,0.32,30.87,8.0,1.6,21.27,0.09
XAUUSD_V3_180,XAUUSD,Cypher,SHORT,2013-03-04 17:15:00,1576.76,2013-03-04 17:30:00,1576.76,TP1_BE,0.4,9.39,10.0,2.0,-2.61,-0.01
XAUUSD_V3_181,XAUUSD,Cypher,LONG,2013-03-05 16:45:00,1583.11,2013-03-05 17:00:00,1583.11,TP1_BE,0.38,15.97,9.5,1.9,4.57,0.02
XAUUSD_V3_182,XAUUSD,Cypher,SHORT,2013-03-11 16:00:00,1579.86,2013-03-11 16:30:00,1579.86,TP1_BE,0.5,30.76,12.5,2.5,15.76,0.06
XAUUSD_V3_183,XAUUSD,Cypher,SHORT,2013-03-11 16:30:00,1578.82,2013-03-11 16:45:00,1578.82,TP1_BE,0.41,3.9,10.25,2.05,-8.4,-0.03
XAUUSD_V3_184,XAUUSD,Cypher,SHORT,2013-03-11 17:15:00,1579.75,2013-03-11 17:45:00,1579.75,TP1_BE,0.48,26.89,12.0,2.4,12.49,0.05
XAUUSD_V3_185,XAUUSD,Cypher,SHORT,2013-03-26 17:45:00,1598.47,2013-03-26 20:30:00,1598.47,TP1_BE,0.44,31.05,11.0,2.2,17.85,0.07
XAUUSD_V3_186,XAUUSD,Cypher,SHORT,2013-03-26 18:15:00,1599.21,2013-03-26 20:45:00,1599.21,TP1_BE,0.51,54.86,12.75,2.55,39.56,0.16
XAUUSD_V3_187,XAUUSD,Cypher,LONG,2013-04-25 15:30:00,1453.04,2013-04-25 15:45:00,1453.04,TP1_BE,0.21,61.74,5.25,1.05,55.44,0.23
XAUUSD_V3_188,XAUUSD,Cypher,LONG,2013-04-25 16:00:00,1452.34,2013-04-25 16:15:00,1452.34,TP1_BE,0.23,59.57,5.75,1.15,52.67,0.21
XAUUSD_V3_189,XAUUSD,Cypher,LONG,2013-04-25 16:45:00,1446.26,2013-04-25 17:00:00,1451.7711199999999,TP1_TP2,0.52,166.68,13.0,2.6,151.08,0.61
XAUUSD_V3_190,XAUUSD,Cypher,LONG,2013-04-30 19:30:00,1471.11,2013-04-30 20:00:00,1471.11,TP1_BE,0.19,7.05,4.75,0.95,1.35,0.01
XAUUSD_V3_191,XAUUSD,Cypher,LONG,2013-04-30 19:00:00,1468.28,2013-05-01 12:15:00,1468.28,TP1_BE,0.24,42.87,6.0,1.2,35.67,0.14
XAUUSD_V3_192,XAUUSD,Cypher,SHORT,2013-05-13 16:15:00,1434.04,2013-05-13 17:15:00,1434.04,TP1_BE,0.33,53.6,8.25,1.65,43.7,0.17
XAUUSD_V3_193,XAUUSD,Cypher,SHORT,2013-05-13 16:45:00,1432.84,2013-05-13 17:15:00,1432.84,TP1_BE,0.29,29.7,7.25,1.45,21.0,0.08
XAUUSD_V3_194,XAUUSD,Cypher,SHORT,2013-05-13 17:30:00,1435.34,2013-05-14 02:45:00,1435.34,TP1_BE,0.4,90.97,10.0,2.0,78.97,0.31
XAUUSD_V3_195,XAUUSD,Cypher,SHORT,2013-05-14 18:45:00,1429.02,2013-05-14 19:00:00,1429.02,TP1_BE,0.14,6.56,3.5,0.7,2.36,0.01
XAUUSD_V3_196,XAUUSD,Cypher,SHORT,2013-05-14 19:30:00,1426.71,2013-05-14 19:45:00,1426.71,TP1_BE,0.12,8.24,3.0,0.6,4.64,0.02
XAUUSD_V3_197,XAUUSD,Cypher,SHORT,2013-05-14 18:15:00,1435.44,2013-05-15 17:15:00,1406.1628000000003,TP1_TP2,0.21,384.66,5.25,1.05,378.36,1.49
XAUUSD_V3_198,XAUUSD,Cypher,SHORT,2013-05-17 17:15:00,1369.94,2013-05-17 17:30:00,1369.94,TP1_BE,0.13,20.98,3.25,0.65,17.08,0.07
XAUUSD_V3_199,XAUUSD,Cypher,SHORT,2013-05-17 18:00:00,1360.62,2013-05-17 18:15:00,1360.62,TP1_BE,0.09,56.47,2.25,0.45,53.77,0.21
XAUUSD_V3_200,XAUUSD,Cypher,SHORT,2013-05-17 16:45:00,1375.39,2013-05-17 22:30:00,1357.5657199999998,TP1_TP2,0.18,180.42,4.5,0.9,175.02,0.67
XAUUSD_V3_201,XAUUSD,Cypher,LONG,2013-05-23 19:30:00,1389.02,2013-05-24 02:30:00,1389.02,TP1_BE,0.13,9.26,3.25,0.65,5.36,0.02
XAUUSD_V3_202,XAUUSD,Cypher,LONG,2013-05-23 18:00:00,1385.79,2013-05-24 12:30:00,1385.79,TP1_BE,0.19,52.25,4.75,0.95,46.55,0.17
XAUUSD_V3_203,XAUUSD,Cypher,SHORT,2013-05-24 13:15:00,1387.25,2013-05-24 13:30:00,1387.25,TP1_BE,0.34,44.6,8.5,1.7,34.4,0.13
XAUUSD_V3_204,XAUUSD,Cypher,SHORT,2013-05-24 16:15:00,1389.51,2013-05-24 16:30:00,1389.51,TP1_BE,0.28,9.36,7.0,1.4,0.96,0.0
